route,whse,region,total_time,on_time
0,0,0,43.37026396292602,1.0
2,1,2,45.35236776844848,1.0
4,2,4,46.80511302031684,1.0
0,0,0,42.09442869092082,1.0
5,2,4,43.13182818918118,1.0
5,2,4,52.75265525974456,0.0
4,2,5,47.16531488760581,1.0
4,2,5,42.49344411091839,1.0
0,0,1,47.156111760303425,1.0
1,0,1,38.68474439842884,1.0
1,0,0,42.721188048898135,1.0
4,2,5,42.991217783025114,1.0
3,1,3,47.86716646607374,1.0
1,0,1,45.793596476868395,1.0
0,0,0,46.809891147466004,1.0
4,2,4,43.29544846962271,1.0
0,0,1,38.62782988984266,1.0
1,0,0,42.6037222079319,1.0
3,1,2,43.49703805024227,1.0
4,2,5,43.41440440533044,1.0
1,0,0,51.78616699397514,0.0
0,0,0,45.61933479782459,1.0
0,0,0,49.79991215190377,0.0
1,0,0,40.26347940987717,1.0
5,2,4,47.9391377012489,1.0
5,2,4,48.53655506396423,0.0
5,2,5,48.17040322196048,0.0
3,1,3,42.29529875322045,1.0
0,0,0,43.718923421259035,1.0
2,1,2,43.06412720293835,1.0
4,2,4,49.94711765634618,0.0
3,1,3,47.145275811243906,1.0
5,2,4,45.04792869170692,1.0
4,2,5,43.63079185330095,1.0
2,1,2,44.14127765514965,1.0
5,2,5,45.43832768188533,1.0
4,2,5,40.84526576225385,1.0
1,0,1,45.02990505427196,1.0
2,1,3,49.88840645120881,0.0
0,0,1,40.19871113186805,1.0
4,2,4,46.27344116275661,1.0
5,2,4,45.255529571857124,1.0
3,1,3,46.02476908838323,1.0
5,2,4,45.890076996150974,1.0
1,0,0,46.307617884664126,1.0
2,1,2,41.51444073613625,1.0
2,1,2,46.168417553681465,1.0
2,1,2,48.6666697169955,0.0
3,1,3,43.26557556391837,1.0
4,2,5,46.92923163212757,1.0
5,2,5,39.79961804923391,1.0
5,2,5,41.763607233212966,1.0
3,1,2,46.605885426121176,1.0
3,1,2,44.95765080944623,1.0
4,2,5,43.9330211107568,1.0
4,2,5,41.28498404341086,1.0
5,2,4,45.92429786717058,1.0
1,0,1,41.386971420117355,1.0
4,2,5,40.22355129579361,1.0
2,1,3,42.42371681294496,1.0
3,1,3,44.82927571207253,1.0
0,0,0,50.56705304058569,0.0
3,1,3,45.22629709297016,1.0
2,1,2,42.01437784560345,1.0
4,2,5,54.90502921123273,0.0
0,0,0,46.927350639785004,1.0
2,1,3,46.69480199570829,1.0
2,1,2,43.48291525858179,1.0
0,0,0,48.15483217619282,0.0
2,1,3,44.1667821895812,1.0
4,2,5,42.90617264996063,1.0
5,2,4,42.932798888598334,1.0
5,2,4,41.82774970620746,1.0
4,2,5,41.85324418922619,1.0
2,1,2,47.00154115739265,1.0
4,2,4,51.97464290313293,0.0
3,1,2,41.89684197431431,1.0
4,2,5,43.28721695394983,1.0
1,0,0,42.57690799584903,1.0
5,2,4,46.56621990290684,1.0
3,1,2,46.23142555376843,1.0
0,0,0,43.78893624111967,1.0
4,2,5,44.483175403065516,1.0
1,0,0,44.33126711187978,1.0
4,2,4,47.26868815282829,1.0
1,0,0,45.027472259846505,1.0
5,2,4,44.70109184817505,1.0
4,2,4,42.44338420900167,1.0
1,0,1,46.47132246355296,1.0
2,1,3,46.6997880760328,1.0
2,1,2,49.28240210565607,0.0
0,0,1,42.39988769971666,1.0
5,2,5,38.33693136881593,1.0
2,1,3,45.433382291422355,1.0
2,1,2,48.9398066090866,0.0
0,0,1,40.754146592958406,1.0
4,2,5,50.29207822075776,0.0
5,2,5,44.04288300574337,1.0
0,0,0,43.95213672347424,1.0
4,2,5,50.50460724776572,0.0
3,1,2,41.043575096759334,1.0
3,1,2,46.861624462032836,1.0
4,2,4,44.13157285172721,1.0
5,2,4,42.36306157798186,1.0
3,1,3,40.66835777854578,1.0
3,1,3,47.69764274278927,1.0
5,2,5,45.96102573611707,1.0
0,0,0,42.59918129218758,1.0
4,2,4,40.69989637004221,1.0
1,0,1,47.42339653929033,1.0
2,1,2,43.304239897480464,1.0
4,2,5,43.01329477607055,1.0
1,0,0,45.29204285197004,1.0
2,1,2,46.54264504685523,1.0
4,2,4,48.72647316249298,0.0
0,0,1,47.00859847107534,1.0
2,1,2,44.76927595297748,1.0
4,2,4,44.273306457510536,1.0
3,1,2,41.66093266096405,1.0
0,0,1,42.936082709252155,1.0
1,0,1,44.59203395527601,1.0
1,0,1,40.25333457461363,1.0
0,0,0,47.45599557289826,1.0
1,0,0,39.38930379943128,1.0
0,0,1,48.03851035975479,0.0
1,0,0,45.10327664021232,1.0
0,0,0,44.84829527876168,1.0
3,1,3,45.855322095484475,1.0
2,1,2,49.24435075780463,0.0
0,0,0,49.49511211328462,0.0
1,0,1,44.785200883043345,1.0
2,1,3,44.95291556824971,1.0
4,2,5,37.9497206593237,1.0
5,2,5,50.41393228329526,0.0
3,1,3,39.7040158079088,1.0
4,2,4,52.22125643772,0.0
1,0,0,38.92282598746272,1.0
2,1,2,41.34335787140343,1.0
3,1,3,44.42928444701529,1.0
4,2,5,43.655708900062166,1.0
0,0,1,42.681117611892425,1.0
0,0,0,40.51643273652366,1.0
0,0,0,47.5720030099733,1.0
1,0,0,43.51309104988607,1.0
0,0,0,47.43288642014659,1.0
2,1,3,41.944592659297804,1.0
2,1,2,46.85389362908804,1.0
5,2,4,43.35708026638413,1.0
2,1,2,44.93969676316897,1.0
3,1,2,38.9623602610424,1.0
0,0,0,46.623861816460774,1.0
5,2,4,39.24242429456506,1.0
2,1,2,39.331910050819715,1.0
5,2,4,41.70678490994545,1.0
0,0,1,48.49581195263883,0.0
0,0,1,41.16787013416564,1.0
0,0,0,47.022236302670024,1.0
1,0,0,49.08189868692098,0.0
2,1,2,40.90471937775322,1.0
1,0,1,44.2063638348794,1.0
0,0,1,43.431234129526906,1.0
3,1,2,46.09869382215215,1.0
5,2,4,42.48843378376186,1.0
5,2,4,46.185424021685634,1.0
2,1,2,44.68354083712095,1.0
4,2,4,45.88290957551526,1.0
3,1,2,40.90608733558224,1.0
1,0,1,44.34781054637919,1.0
3,1,2,43.30467924412645,1.0
2,1,3,45.54204718671241,1.0
3,1,3,43.38569334056807,1.0
0,0,1,42.13560810259557,1.0
1,0,1,46.33806749372811,1.0
5,2,4,42.67828334027172,1.0
3,1,2,44.57667067227919,1.0
5,2,4,49.43378470023799,0.0
2,1,3,51.973529769783276,0.0
0,0,0,41.357934947699626,1.0
3,1,3,44.23214615945416,1.0
4,2,5,49.73166090526196,0.0
4,2,4,46.46953602108225,1.0
3,1,2,42.52073688260995,1.0
5,2,4,39.56900107048509,1.0
5,2,5,46.37381479167174,1.0
5,2,4,45.91566953828087,1.0
0,0,1,39.88393018562189,1.0
4,2,4,46.649281751251394,1.0
4,2,5,42.13637419080617,1.0
5,2,5,46.06679810348781,1.0
3,1,3,48.588333017668305,0.0
1,0,1,42.17597720254579,1.0
0,0,1,44.224340241596124,1.0
0,0,0,44.173824057779726,1.0
4,2,4,43.94759020055169,1.0
3,1,3,50.013308777428385,0.0
4,2,4,45.95782075815859,1.0
3,1,3,37.66303546146509,1.0
4,2,4,40.47882777752049,1.0
2,1,2,40.879928077569446,1.0
5,2,5,45.380526216116664,1.0
1,0,1,49.76289054164556,0.0
5,2,4,47.0675683477685,1.0
0,0,0,42.75076296862039,1.0
3,1,3,44.88504178812361,1.0
5,2,4,44.693958590459275,1.0
2,1,3,46.640532860797684,1.0
3,1,2,48.04256882293926,0.0
4,2,4,47.514407464206236,1.0
3,1,2,53.66081325719556,0.0
1,0,1,47.102877271543086,1.0
3,1,2,40.43396697302687,1.0
0,0,0,40.22025409362546,1.0
0,0,1,47.636532398927535,1.0
1,0,1,47.0532669265365,1.0
2,1,2,42.48864742682156,1.0
1,0,0,42.6425118783936,1.0
3,1,2,47.336170727183024,1.0
3,1,2,42.29135820337724,1.0
1,0,1,42.356726182799186,1.0
5,2,5,43.72537031857359,1.0
0,0,0,44.7784326783054,1.0
2,1,2,45.802832305770586,1.0
1,0,0,45.692300608285464,1.0
0,0,1,51.73191738369913,0.0
3,1,2,45.514120211122304,1.0
0,0,1,39.476127611081665,1.0
4,2,5,40.11137886390752,1.0
4,2,5,46.4581511144965,1.0
3,1,3,44.77889363303126,1.0
2,1,3,42.77389529022365,1.0
3,1,2,41.42306434109966,1.0
3,1,3,43.73952370379217,1.0
1,0,1,41.72805454880284,1.0
0,0,1,47.086967205051664,1.0
5,2,5,44.01376125128222,1.0
4,2,4,42.80443147568565,1.0
1,0,1,50.05001910590566,0.0
0,0,0,42.93722112716313,1.0
3,1,3,44.81412777728113,1.0
3,1,2,46.141826106910756,1.0
5,2,4,44.02811594898008,1.0
1,0,0,42.58745775722939,1.0
3,1,2,48.19863202377325,0.0
3,1,2,43.068384742624545,1.0
2,1,2,45.90754410372458,1.0
1,0,1,46.07057270494099,1.0
3,1,2,45.124359949763054,1.0
5,2,4,42.8261131518513,1.0
1,0,0,45.06179853605255,1.0
0,0,0,40.514143896125276,1.0
1,0,1,45.797900561475835,1.0
0,0,0,47.85236986359842,1.0
0,0,1,48.05338715130997,0.0
2,1,3,41.03330002607833,1.0
3,1,3,44.361321115855915,1.0
4,2,4,43.2996151526994,1.0
1,0,1,49.6981672690868,0.0
1,0,1,44.220077215351786,1.0
4,2,4,45.15020297868623,1.0
2,1,2,40.326251546772454,1.0
4,2,4,42.51431429188335,1.0
2,1,2,46.495357569105046,1.0
3,1,3,43.281134670603365,1.0
0,0,0,46.24908272598118,1.0
2,1,2,42.060846884362725,1.0
5,2,4,44.040807520918406,1.0
3,1,3,43.093721789560504,1.0
5,2,4,48.57217762712923,0.0
0,0,1,44.8931884560998,1.0
3,1,2,39.01473603608726,1.0
0,0,1,44.30867310792908,1.0
3,1,2,43.829139610235494,1.0
1,0,0,48.795219312902724,0.0
5,2,4,46.34633116915906,1.0
4,2,5,42.67252180326177,1.0
1,0,0,39.06871574456238,1.0
3,1,2,39.5919828230414,1.0
5,2,4,48.16092131458373,0.0
3,1,2,47.81173423717778,1.0
3,1,3,43.15020956434087,1.0
3,1,3,51.48194191379632,0.0
2,1,2,47.40660692793932,1.0
1,0,1,41.90070355966837,1.0
1,0,0,55.418142596757,0.0
1,0,1,40.80771958417313,1.0
3,1,2,45.49758353104311,1.0
1,0,1,46.4602476597206,1.0
1,0,0,42.12656770640223,1.0
0,0,1,43.1000824864762,1.0
5,2,4,41.06298609165491,1.0
1,0,0,46.13763716472635,1.0
1,0,0,49.038989790519594,0.0
1,0,1,51.510507251520615,0.0
2,1,3,40.80060468551633,1.0
4,2,5,46.25010780354481,1.0
0,0,0,41.14494780316375,1.0
0,0,0,42.22324751379179,1.0
5,2,4,42.391234647480495,1.0
3,1,3,44.352698432277656,1.0
0,0,1,46.88276439896996,1.0
4,2,4,47.20502471406898,1.0
0,0,0,44.35394834326231,1.0
2,1,2,45.33054543367448,1.0
4,2,4,43.26668176557201,1.0
0,0,1,44.37081179527561,1.0
5,2,5,43.095206524383386,1.0
5,2,5,46.05266064118465,1.0
2,1,3,43.6568027230353,1.0
4,2,5,43.01536290182952,1.0
0,0,1,38.457635317714264,1.0
3,1,2,49.39856192294117,0.0
1,0,1,41.3260604217751,1.0
2,1,2,38.83007887386877,1.0
0,0,0,43.51797699728422,1.0
0,0,0,42.37336680607993,1.0
2,1,3,45.34879129237723,1.0
0,0,0,45.708854288030864,1.0
1,0,1,49.75816783365543,0.0
2,1,3,45.38107336573173,1.0
1,0,1,46.54685593979607,1.0
4,2,4,43.888733186240025,1.0
4,2,5,42.18744126855315,1.0
1,0,1,42.521435803271956,1.0
0,0,1,44.21879457017878,1.0
2,1,3,39.63125753352321,1.0
3,1,3,47.24653472428379,1.0
3,1,3,45.70490823371535,1.0
0,0,0,40.60210130815085,1.0
4,2,4,43.45077637618589,1.0
2,1,2,47.65381676531617,1.0
0,0,0,43.628078621506404,1.0
0,0,0,45.31220072823213,1.0
1,0,0,45.09905053754642,1.0
0,0,0,42.152891724145874,1.0
1,0,1,50.24181232245534,0.0
4,2,4,49.12746029096244,0.0
4,2,5,39.987372105293154,1.0
3,1,2,47.64980071132436,1.0
0,0,0,50.77207529166385,0.0
0,0,1,49.596226306607775,0.0
1,0,1,42.562129416267,1.0
4,2,4,45.18996347711366,1.0
1,0,0,45.70740257252581,1.0
5,2,4,49.7078596001932,0.0
3,1,2,44.92140671914928,1.0
0,0,1,45.41789750219711,1.0
0,0,1,46.99027419485963,1.0
2,1,2,47.05350121459047,1.0
3,1,2,44.65703613477544,1.0
1,0,1,43.653863251580766,1.0
4,2,5,43.1181325598813,1.0
0,0,0,38.565575944832865,1.0
0,0,0,48.929687737432076,0.0
2,1,3,51.808066321766006,0.0
3,1,2,39.68198142016616,1.0
2,1,3,46.53517351475723,1.0
0,0,0,46.18420116797066,1.0
4,2,4,43.93419848858564,1.0
1,0,0,48.14418498561902,0.0
3,1,2,40.18244699683637,1.0
5,2,5,44.69891176953189,1.0
5,2,5,47.46208187978324,1.0
1,0,1,46.35241596307922,1.0
3,1,3,48.20717458773739,0.0
3,1,2,46.09703982840113,1.0
2,1,2,45.505049377616196,1.0
1,0,0,48.842089457937455,0.0
3,1,2,43.10171368149917,1.0
2,1,3,46.85622796319673,1.0
4,2,5,45.24005197403011,1.0
2,1,3,43.5270250263127,1.0
5,2,4,47.04497721215457,1.0
3,1,2,42.998610977761494,1.0
3,1,3,50.30840057382955,0.0
2,1,3,42.3530337601483,1.0
3,1,2,42.96669743550646,1.0
4,2,5,48.01139802122701,0.0
5,2,4,44.12682301056781,1.0
5,2,5,48.649539466093,0.0
0,0,0,39.93444555071263,1.0
5,2,4,41.79863562310206,1.0
2,1,2,47.40899576573588,1.0
3,1,2,51.760148675865665,0.0
5,2,4,47.44158933982811,1.0
4,2,4,54.45414361719767,0.0
0,0,1,44.30123339192324,1.0
3,1,2,47.201944633858666,1.0
5,2,4,44.031144868424235,1.0
2,1,2,46.48213690852904,1.0
0,0,0,46.26952311407599,1.0
3,1,3,44.3620261031449,1.0
0,0,0,45.41963861398,1.0
5,2,4,41.06481745686885,1.0
4,2,4,40.36437621416504,1.0
2,1,2,42.75713778783648,1.0
3,1,2,44.775043413336036,1.0
5,2,5,39.326265269729056,1.0
4,2,4,42.1674853625156,1.0
1,0,0,50.9693198344299,0.0
3,1,2,40.30106611411604,1.0
3,1,2,44.48913590567017,1.0
1,0,0,45.24529801630345,1.0
4,2,4,44.19696043802486,1.0
0,0,0,50.42770470821332,0.0
4,2,5,53.706474525692535,0.0
3,1,2,46.350525949780824,1.0
5,2,5,46.41995314091219,1.0
1,0,1,41.90656524689159,1.0
4,2,4,44.61901264375091,1.0
1,0,1,46.68666061022892,1.0
4,2,5,39.06332707238227,1.0
0,0,0,52.92805047251323,0.0
3,1,2,41.9449752097929,1.0
5,2,5,44.618654992183494,1.0
1,0,0,44.07509485310377,1.0
0,0,1,45.06336781218755,1.0
3,1,2,47.62645079374477,1.0
2,1,2,41.55277639555655,1.0
4,2,4,45.25124350577662,1.0
2,1,2,41.18586650201072,1.0
0,0,0,42.53314410560807,1.0
0,0,0,43.46001994935656,1.0
1,0,1,41.53219442430684,1.0
4,2,4,44.11614134696472,1.0
1,0,0,46.519490242173426,1.0
4,2,4,41.918234108477506,1.0
3,1,2,46.96675074105519,1.0
4,2,4,49.699124208381306,0.0
4,2,4,43.851024322739825,1.0
3,1,2,45.330513626235856,1.0
5,2,5,44.44219812682545,1.0
4,2,4,46.007446395940946,1.0
5,2,4,41.395693424915564,1.0
3,1,2,52.9292545765641,0.0
2,1,2,49.04021069775612,0.0
1,0,1,51.314534655653794,0.0
5,2,5,40.60741638197137,1.0
1,0,0,48.27354765263036,0.0
3,1,2,49.03074535289081,0.0
4,2,5,42.56710236795776,1.0
1,0,1,47.0095184189404,1.0
4,2,5,47.45126578406388,1.0
5,2,4,45.278596930380225,1.0
5,2,5,46.31633048641867,1.0
5,2,4,45.66493083453123,1.0
2,1,3,37.90312862731044,1.0
2,1,2,42.196714091470454,1.0
0,0,1,44.21593245473044,1.0
2,1,2,41.752943595920335,1.0
4,2,5,47.00008722815953,1.0
4,2,4,44.17746799844664,1.0
1,0,1,47.43557025331033,1.0
3,1,3,42.86982190240303,1.0
1,0,1,45.90433245761488,1.0
0,0,0,48.93339066988361,0.0
1,0,0,47.656610559128204,1.0
4,2,5,52.66769672367909,0.0
5,2,4,43.07081478090929,1.0
2,1,2,43.61401036994477,1.0
5,2,4,41.60268778171769,1.0
5,2,5,42.9014859927357,1.0
2,1,3,41.87036746486068,1.0
5,2,4,43.907189593044386,1.0
3,1,2,46.24066943255399,1.0
4,2,5,54.354994868793135,0.0
1,0,0,43.6194472348446,1.0
5,2,4,43.43101799959684,1.0
2,1,3,46.79045857152942,1.0
2,1,3,41.94416124964983,1.0
3,1,2,45.102296276962235,1.0
2,1,2,46.894451169933035,1.0
3,1,3,45.81804167869724,1.0
2,1,3,45.648747395722154,1.0
5,2,5,56.39275784467338,0.0
4,2,4,43.70666469068466,1.0
1,0,0,41.55159337783164,1.0
1,0,1,45.7145023922467,1.0
4,2,4,42.94301194650985,1.0
5,2,5,50.46896465602362,0.0
3,1,3,39.90901177722236,1.0
4,2,5,52.780021928435865,0.0
5,2,4,43.88510552771644,1.0
5,2,5,43.073787510644955,1.0
0,0,0,46.90934872770083,1.0
5,2,5,44.59887442506201,1.0
2,1,3,48.24817769428793,0.0
2,1,3,44.30411806486832,1.0
1,0,0,51.35084724561576,0.0
3,1,2,41.94130143735329,1.0
2,1,2,49.40068356627925,0.0
4,2,4,43.70193437736781,1.0
1,0,1,46.27281604536425,1.0
3,1,2,39.023544792444,1.0
4,2,4,41.82068317942273,1.0
4,2,4,48.425269110330504,0.0
0,0,0,43.65142273996389,1.0
3,1,2,45.919116954429015,1.0
2,1,2,42.62735831148609,1.0
4,2,5,44.78613410445192,1.0
2,1,3,44.86710938898078,1.0
5,2,4,44.59410337844704,1.0
4,2,4,46.481894778046836,1.0
0,0,0,43.79593317640955,1.0
1,0,1,43.68258819246056,1.0
2,1,2,43.470017652844234,1.0
5,2,4,40.08803423498492,1.0
3,1,2,47.49228326207867,1.0
3,1,3,44.852729006835304,1.0
0,0,0,45.113214342790485,1.0
1,0,1,42.096787630610656,1.0
0,0,0,42.72244308824477,1.0
5,2,4,39.85299479604841,1.0
2,1,2,47.833727924449846,1.0
4,2,4,46.751482593891296,1.0
3,1,2,45.566899011642,1.0
2,1,3,46.67520132505505,1.0
5,2,5,41.36263295117237,1.0
4,2,5,39.395409584663476,1.0
4,2,5,44.74797666654295,1.0
2,1,2,48.95064013577183,0.0
2,1,3,43.409244260747535,1.0
2,1,3,47.80587535403414,1.0
3,1,2,46.98398887264266,1.0
4,2,4,41.216736744036744,1.0
4,2,5,48.55892896091208,0.0
2,1,2,46.866246584108026,1.0
1,0,0,42.240533044496786,1.0
1,0,1,47.60839748421862,1.0
2,1,2,46.62158045239751,1.0
2,1,2,47.324931651850555,1.0
3,1,3,44.361888825595756,1.0
1,0,1,44.40979689056196,1.0
1,0,0,45.911091548195806,1.0
1,0,1,42.43051743909047,1.0
2,1,2,46.044498575936814,1.0
4,2,5,46.183226649966855,1.0
5,2,5,42.08718885707938,1.0
2,1,2,46.39392897668775,1.0
3,1,2,42.32170427570628,1.0
2,1,2,47.22462900333545,1.0
4,2,4,42.79427568806903,1.0
5,2,4,41.644337284400024,1.0
2,1,2,48.29409678130137,0.0
1,0,1,48.631296029795095,0.0
4,2,5,45.23006303751932,1.0
3,1,3,38.68900756305636,1.0
2,1,2,49.51584163839884,0.0
1,0,1,38.131264119608126,1.0
4,2,5,44.02336642883076,1.0
5,2,4,39.945969285396586,1.0
1,0,0,40.87423651625109,1.0
2,1,3,47.26401259337912,1.0
4,2,5,41.27063760122588,1.0
2,1,3,42.314707463779904,1.0
3,1,2,45.8860064875657,1.0
1,0,0,37.82865037659717,1.0
2,1,2,47.60550814541525,1.0
1,0,1,43.12146885412925,1.0
4,2,4,48.88051841197306,0.0
0,0,0,45.38037144978772,1.0
2,1,2,43.144782821555886,1.0
3,1,3,48.33211062260235,0.0
4,2,5,43.51068047806944,1.0
0,0,0,41.7726020685348,1.0
3,1,3,44.743991949889796,1.0
0,0,1,40.610305869537115,1.0
3,1,2,44.42362463741513,1.0
5,2,4,48.58261822525247,0.0
4,2,5,43.65674399313805,1.0
3,1,2,42.4461873142616,1.0
1,0,1,41.30756435902174,1.0
2,1,3,45.96304784958125,1.0
3,1,3,46.78262764859488,1.0
2,1,3,46.69406831706208,1.0
5,2,5,46.8294878605171,1.0
3,1,2,43.49152675142896,1.0
4,2,4,45.471519588539984,1.0
2,1,2,48.94174143063404,0.0
2,1,2,47.57770532773321,1.0
5,2,4,41.682284866519204,1.0
0,0,0,40.311099024084946,1.0
1,0,0,45.97789996177577,1.0
4,2,5,40.22592233154853,1.0
0,0,1,43.84581935306735,1.0
1,0,1,46.26672574280077,1.0
4,2,5,44.25404633963072,1.0
2,1,3,47.821443601115234,1.0
4,2,5,49.686449642477335,0.0
1,0,0,44.206188948891466,1.0
3,1,2,42.008851642505086,1.0
4,2,5,42.69929846016743,1.0
5,2,5,41.42318282929398,1.0
3,1,2,47.5698204074045,1.0
1,0,1,45.90357010494604,1.0
3,1,2,46.22371036784131,1.0
1,0,1,44.458806780639264,1.0
2,1,3,41.84245835530514,1.0
0,0,0,41.822522948702805,1.0
0,0,1,43.26228631789093,1.0
2,1,2,48.174437515864966,0.0
3,1,3,44.33159545599898,1.0
2,1,2,40.97089499904759,1.0
0,0,0,44.52559205361942,1.0
5,2,5,45.81665233974463,1.0
4,2,5,41.30530406061182,1.0
5,2,4,43.69676252514236,1.0
4,2,5,44.33251638559111,1.0
4,2,5,44.56003423125326,1.0
3,1,2,43.60460202562976,1.0
3,1,3,48.37479047383324,0.0
3,1,2,50.08052850745064,0.0
4,2,5,45.15289623060523,1.0
0,0,1,43.90581320068492,1.0
4,2,5,37.71626499676323,1.0
4,2,4,45.96023086744589,1.0
1,0,1,42.00441109633905,1.0
5,2,5,39.617985256698965,1.0
5,2,4,38.72960939865409,1.0
2,1,3,47.182285341601265,1.0
0,0,1,45.57083413875095,1.0
1,0,1,41.2553107811028,1.0
3,1,2,44.88247020247325,1.0
3,1,2,45.58223165596603,1.0
1,0,0,49.69816190439728,0.0
4,2,5,41.7462852601513,1.0
2,1,3,43.10678431628408,1.0
2,1,2,49.97845999748386,0.0
1,0,1,45.6344904523787,1.0
4,2,4,39.314154849869034,1.0
4,2,4,55.01722996634663,0.0
0,0,1,50.12382438913951,0.0
0,0,0,55.64065638597795,0.0
4,2,5,50.72046649292456,0.0
3,1,3,44.06218100324771,1.0
0,0,1,39.030376819592384,1.0
4,2,4,46.425780962079244,1.0
0,0,1,40.800872347020736,1.0
1,0,1,42.18158473643433,1.0
0,0,1,44.64951879828849,1.0
0,0,0,45.25537609423242,1.0
3,1,2,43.31068678656981,1.0
4,2,5,44.77747625392296,1.0
4,2,5,47.15468822101,1.0
3,1,3,45.28678273880607,1.0
1,0,1,45.56397885800091,1.0
3,1,2,49.08860904484931,0.0
3,1,3,42.37039994670965,1.0
3,1,2,43.94674811136638,1.0
0,0,1,41.981275910868014,1.0
3,1,3,46.959596497692246,1.0
2,1,3,46.497676546988174,1.0
1,0,1,42.79770763340524,1.0
3,1,2,42.91220318000044,1.0
4,2,4,44.42153349873209,1.0
5,2,4,44.42805650066145,1.0
1,0,1,45.49099129217471,1.0
4,2,5,47.25395804898268,1.0
4,2,4,44.384919173832756,1.0
1,0,1,42.92074179464642,1.0
1,0,1,41.28145150192651,1.0
5,2,5,42.0496181282787,1.0
0,0,1,41.326123847072374,1.0
3,1,3,47.64988716721692,1.0
3,1,2,40.99924247422681,1.0
3,1,3,47.45949591595418,1.0
1,0,1,41.998765552527495,1.0
0,0,1,39.61368833742501,1.0
4,2,4,45.30603193677444,1.0
5,2,5,42.01233962727398,1.0
2,1,2,48.83892027978226,0.0
3,1,3,44.955274023266014,1.0
0,0,1,46.23495895134184,1.0
2,1,3,47.48967345849913,1.0
4,2,4,44.582935603271466,1.0
4,2,5,42.9700299041074,1.0
2,1,2,44.860253315699396,1.0
1,0,1,41.53190318703965,1.0
5,2,4,43.90844239897963,1.0
5,2,5,46.54089386161441,1.0
3,1,3,43.70425728092628,1.0
1,0,1,43.249170002080824,1.0
0,0,0,45.920270420351926,1.0
4,2,4,43.56828192733052,1.0
5,2,5,45.02441657270069,1.0
4,2,4,47.2468845912106,1.0
5,2,5,45.29393248187591,1.0
0,0,0,48.119804933511595,0.0
3,1,3,44.34107423458413,1.0
1,0,0,44.86122677564072,1.0
1,0,1,44.0685129689882,1.0
0,0,1,46.14622294995946,1.0
5,2,5,40.3270283459794,1.0
2,1,3,45.6682222260559,1.0
0,0,1,40.93513140385977,1.0
0,0,1,40.0956550525566,1.0
2,1,3,41.48035668771001,1.0
2,1,3,44.356980251554404,1.0
2,1,3,44.830708805976215,1.0
2,1,2,49.910225437257175,0.0
2,1,3,40.15538362363299,1.0
5,2,5,45.79470830659668,1.0
1,0,0,45.9642646185263,1.0
4,2,4,45.57550297161139,1.0
1,0,1,41.634627214453786,1.0
5,2,5,41.036899107717005,1.0
1,0,0,39.97526381538566,1.0
5,2,4,44.964503699727466,1.0
5,2,5,41.324591615001275,1.0
2,1,3,45.209416168918544,1.0
2,1,3,46.721171142110244,1.0
4,2,4,44.83999614356881,1.0
3,1,3,44.22726161503004,1.0
5,2,4,46.415865875998,1.0
4,2,5,46.185201324672924,1.0
4,2,4,46.91981918380822,1.0
4,2,5,39.59494690180306,1.0
5,2,5,44.979429869474956,1.0
1,0,1,42.09304161205723,1.0
0,0,1,41.60791336150183,1.0
1,0,0,49.867014168364136,0.0
4,2,5,44.76716922021119,1.0
0,0,0,45.74742363565657,1.0
3,1,3,44.17784007511645,1.0
3,1,2,45.082654395903845,1.0
1,0,0,42.80626488426747,1.0
4,2,4,44.27174185683445,1.0
2,1,2,48.45367053770735,0.0
0,0,0,45.38354725172046,1.0
5,2,4,47.363507372834704,1.0
3,1,2,41.90170202902486,1.0
1,0,0,47.02996356588542,1.0
0,0,1,43.20699182946246,1.0
3,1,3,44.47537942661245,1.0
1,0,1,47.184054666915735,1.0
0,0,1,50.08832713905615,0.0
2,1,3,45.25878106998227,1.0
2,1,3,46.75810712871956,1.0
0,0,1,47.35629763456574,1.0
2,1,2,44.887471716798785,1.0
3,1,2,43.15494736781212,1.0
2,1,3,47.2593140362264,1.0
3,1,3,48.091448670771925,0.0
4,2,4,46.26982056735555,1.0
5,2,4,44.75735883987067,1.0
5,2,5,41.698773344722724,1.0
5,2,4,44.24077520207424,1.0
2,1,3,38.75871529010134,1.0
0,0,1,47.174166036820075,1.0
1,0,0,41.14523298342967,1.0
1,0,1,50.75465591218683,0.0
2,1,3,38.7997161831022,1.0
4,2,4,40.8118482445569,1.0
1,0,1,45.99484457156035,1.0
0,0,1,45.166100496498586,1.0
1,0,1,46.26465310066352,1.0
3,1,2,47.76028017903182,1.0
0,0,1,39.05350079773079,1.0
3,1,3,46.876151965239714,1.0
1,0,1,42.126106990104915,1.0
3,1,2,44.37295280131838,1.0
5,2,5,47.47721310447186,1.0
1,0,0,45.1782320192663,1.0
3,1,3,49.029861697253885,0.0
0,0,1,44.27990563875262,1.0
0,0,1,44.82891843599287,1.0
5,2,4,44.13992428480826,1.0
0,0,0,49.05008577630167,0.0
3,1,2,37.82888359886632,1.0
4,2,5,38.88785056318222,1.0
5,2,5,44.08501726563945,1.0
0,0,0,42.90704635722854,1.0
0,0,1,46.64429712676624,1.0
0,0,1,38.67973027511832,1.0
3,1,2,48.08884080958816,0.0
3,1,2,48.45482388212068,0.0
1,0,1,46.181430804719284,1.0
2,1,2,42.901303148875826,1.0
